sentiment_score,sentence_index,sentence,article_index
0.41662847995758057,13,El presidente del Módulo de Riego número 22 José Antonio Zavala Guerrero dijo que esa superficie de poco más de 20 hectáreas es regada con permisos que pertenecían a usuarios del organismo que representa como también las quince unidades que están en el mismo lecho pero dentro de la jurisdicción del ejido Francisco Múgica en el kilómetro 49,2
0.8454466462135315,14,Hasta ahora este organismo protector de la naturaleza con presencia nacional está arrojando desde el mes de agosto 700 litros por segundo al lecho del Río para dar vida a la flora que han reforestado y que es a base de álamo sauz y mezquite principalmente dice el directivo del Módulo que dirigió los trabajos de nivelación de esa zona restaurada ecológicamente,2
0.6282079219818115,15,Esta área nivelada y que fue convertida en un autentico bosque cuenta con canales revestidos para irrigar perfectamente a la extensa vegetación con agua que es conducida por el Canal Revolución para después trasvasarla al Barrote que es el que finalmente la vierte a la infraestructura de conductores que ramifican los volúmenes en el seno de la zona turística,2
0.6666666865348816,16,Como es un lugar que puede ser visitado por cualquier persona que guste de la naturaleza cuenta en medio de las arboledas con espacios recreativos  para descasar cómodamente en sillas y mesas de madera a donde se puede llegar caminando o en carro por los angostos y delimitados  caminos con sauces  o álamos que para ello se plantaron,2
0.6167421340942383,17,Publicamos la información más relevante veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores,2
0.6351351141929626,18,Para el presidente de la Asociación Municipal de la Pequeña Propiedad el rezago que la lluvia está ocasionando en todas las actividades agrícolas es catastrófico,3
0.6305322647094727,19,Pero lo más alarmante es que el pronóstico de precipitación se extiende por varios días,3
0.6271780133247375,20,Juan Armenta Magaña refirió que el daño es general para todos los cultivos pero de manera sobresaliente para el algodonero que viene arrastrando un desfasamiento que se agudizará con la excesiva humedad que se aprecia en todas las parcelas,3
0.5540043711662292,21,Tomando en cuenta la lluvia caída durante toda la madrugada de ayer y las que se están pronosticando de forma salteada el también ex presidente del Sistema Producto Algodón estimó que las labores en el cultivo se suspenderán cuando menos 10 o 12 días para que después se haga una evaluación de los daños ocasionados,3
0.6754385828971863,22,Agregó que esta lluvia no sólo está afectando al algodonero en el retraso de la cosecha y demás labores culturales sino que también lo viene a dañar en lo económico porque además de que chorrea la fibra ésta se mancha perdiendo calidad lo que aprovechan los compradores para aplicar castigos en el precio del quintal,3
0.5282446146011353,23,Ante esta situación que se habrá de tornar difícil para todos los algodoneros el dirigente parvifundista pidió comprensión a las autoridades responsables de autorizar las prórrogas en las fechas del cultivo ya que lo sucedido son imprevistos de la naturaleza que son completamente ajenos a los productores,3
0.7352862358093262,24, Cada uno de los productores sabemos de los riesgos que representan extralimitarse de las fechas establecidas para cada una de las tareas del cultivo pero de antemano se sabe que los desfasamientos presentados son originados por los efectos del cambio climático que ya es una realidad comentó,3
0.4597315490245819,25,Como algodoneros de experiencia que son todos y que son los que hacen la fuerte inversión en el cultivo quisieran cumplir con las fechas que dicta el Instituto Nacional de Investigaciones Forestales Agrícolas y Pecuarias pero lamentablemente las condiciones meteorológicas no lo permiten ya puntualizó,3
0.6706207394599915,26,Ante esta situación el líder de los colonos ve como urgente que las fechas sean acondicionadas a las circunstancias climáticas de la región,3
0.4974597096443176,27,Publicamos la información más relevante veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores,3
0.6034054756164551,28,Motivados por el cambio climático que ha variado las condiciones óptimas para la siembra del algodonero productores encabezados por el presidente del Sistema Producto Gilberto Ibarra Lepe acordaron en encuentro con los titulares del Distrito de Desarrollo Rural y la Junta Local de Sanidad Vegetal solicitar el cambio de fecha para el depósito de la semilla,4
0.6401824355125427,29,En dicha reunión los productores informaron a Julio César Rodríguez Pérez y Ernesto Loera Orozco respectivamente que solicitarán por escrito se modifique el actual periodo de siembra que comprende del 15 de febrero al 31 de marzo por el del 1 de marzo al 31 de abril,4
0.704081654548645,30,Exponen los productores que las condiciones climáticas y las variedades de semillas transgénicas están exigiendo el cambio de fecha,4
0.7025962471961975,31,En la reunión que tuvo lugar en la sala de juntas del Distrito de Desarrollo Rural se planteo que el actual periodo se instituyó en 1994 obligados por la aparición de la plaga de la Mosquita blanca misma que ahora está perfectamente controlada,4
0.7402814626693726,32,En aquel entonces se hizo  historia el cambio de fecha se hizo necesario y fue una de las determinaciones para controlar la plaga que afectó tanto al campo al grado que prácticamente desapareció el cultivo en el valle,4
0.6597278714179993,33,Antes de ese cambio que se instituyó el periodo para sembrar era el que ahora se está pretendiendo Ahora las condiciones son otras y la principal es que desde hace años que los primeros días del mes de febrero se están perdiendo porque no se puede sembrar al no haber las temperaturas requeridas para ello plantearon los algodoneros,4
0.647449791431427,34,Con el periodo que ahora se está solicitando los productores estarían iniciando los trabajos de pizca a la mitad del mes de noviembre para poder hacer el desvare y el  barbecho antes de que concluya diciembre,4
0.1666666716337204,35,Las fechas de los trabajos culturales se estarían respetando tal como se hace ahora dijeron los productores asistentes,4
0.6730380058288574,36,En cuanto a las variedades transgénicas estas dan la oportunidad de dar un riego más a la planta y a la vez generan más producción en lo que es el copete que viene a conceder al productor dos o tres pacas más por hectárea,4
0.8242686986923218,37,La referida solicitud que por escrito harán los interesados será dirigida a las oficinas centrales de la Secretaría de Agricultura Ganadería Desarrollo Rural Pesca y Alimentación Sagarpa con copia al titular del Distrito de Desarrollo Rural Rodríguez Pérez,4
0.351985901594162,38,Publicamos la información más relevante veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores,4
0.6818181872367859,39,HERMOSILLO SONORA 05NOV2016 El incremento en la temperatura del aire genera mayor necesidad de agua en los cultivos y algunas regiones del mundo como el Valle del Yaqui dejarán de ser sitios con altos rendimientos advirtió Julio César Rodríguez CasasEl investigador y académico del Departamento de Agricultura y Ganadería de la Universidad de Sonora Unison indicó que el cambio climático afectará y modificará la fenología y productividad de diversos cultivosIndicó que eso ocasionará una disminución en los rendimientos de algunos cereales como es el caso del trigo que se cultiva en el sur de Sonora y por ende podría impactar negativamente sus inventarios a nivel globalPlanteó que ese fenómeno producirá una disminución en la cantidad de precipitación e incrementará la presencia de eventos extremos como son sequías e inundaciones en la zonas áridas mientras que en las húmedas sucederá lo inverso,5
0.6502113342285156,40,El cambio climático que puede reducir los inventarios y el incremento poblacional global afectarán la seguridad alimentaria en muchas naciones pobres por lo que seguramente aumentará la migración de la gente a otras regiones con más recursos dijoPrecisó que las zonas áridas en el mundo ocupan una tercera parte de la superficie de la tierra equivalente a 336 por ciento y en algunos países como México puede ser más de 50 por ciento de su superficieReiteró que la modificación del clima sobre el planeta pone en duda la disponibilidad de alimentos y no puede asegurarse que lo sembrado se podrá cosecharPara 2030 planteó podría haber entre 35 y 122 millones de personas sumidas en la pobreza por este fenómeno en tanto en 2050 la demanda de alimentos aumentará en 60  debido al crecimiento de la poblaciónComentó que la Organización de las Naciones Unidas para la Alimentación y la Agricultura FAO por sus siglas en inglés prevé que mil 800 millones de personas para 2025 vivan en regiones donde habrá escasez absoluta de aguaEn tanto que para 2080 el 75  de la población africana sufrirá hambrePor ello indicó será necesario que los países realicen intervenciones para mejorar el uso de agua en la agricultura difundir el conocimiento sobre el cambio climático y promover políticas para reducir los riesgos en las comunidadesAsimismo movilizar fondos para enfrentar la escasez de agua asegurar la alimentación a sus connacionales y solidarizarse con otras regiones del mundo que estén siendo afectadas,5
0.6063829660415649,41,Hermosillo Sonora DP Con el objetivo de crear el marco jurídico que garantice el derecho a un medio ambiente sano para todos los sonorenses así como lograr la adaptación al cambio climático en la entidad el diputado Emeterio Ochoa Bazúa presentó la iniciativa de Ley de Cambio Climático en el Estado de SonoraEl legislador cajemense por el Distrito local XII Ciudad Obregón Centro explicó su iniciativa busca establecer una serie de disposiciones legales tendientes a lograr la adaptación al cambio climático así como a mitigar las emisiones de gases de efecto invernadero en nuestro estadoLa iniciativa busca estar en concordancia con la obligación de garantizar el derecho a un medio ambiente sano para el desarrollo y bienestar de todas las personas establecida en el Artículo 1 de la Constitución Política del Estado de SonoraOchoa Bazúa recordó que el Plan Estatal de Desarrollo 20162021 presentado por la Gobernadora Claudia Pavlovich tiene como reto establecer políticas públicas que contribuyan a la adaptación de Sonora al cambio climático y esta iniciativa meterá el tema en un marco jurídico que no existe,6
0.570792019367218,42,El Estado no contaba con una ley que contemplara como obligación para el Estado y los Ayuntamientos poder realizar este tipo de acciones y aunque ocasionalmente se realizan actividades no hay un programa que tenga el impacto que estamos buscando aseguró el cajemenseEl legislador explicó que la iniciativa se compone de 39 artículos en los que se contempla quienes serán los responsables de implementar estas acciones y programas así como quienes van a regular el reglamento que se tendrá que formarInformó que la iniciativa que fue turnada a la Comisión de Energía Medio Ambiente y Cambio Climático se va a socializar a partir del 9 de noviembre con una serie de foros en todo el estado que estarán coordinados por Martín Barrón como responsable técnico de estos trabajos,6
0.6428571343421936,43,Esperamos que investigadores universidades académicos y la sociedad en general se involucren para que construyamos ya una vez dictaminada en comisiones esta iniciativa un marco jurídico realmente ciudadano acorde a lo que realmente queremos llegar dijo Ochoa Bazúa,6
0.6164495348930359,44,No solamente es llevar el tema añadió o decir que tenemos una Ley de Cambio Climático sino ver que regulaciones vamos a tener al respecto porque como ustedes saben hemos tenido problemas graves de contaminación provocados por las minas y otras industrias,6
0.7276784181594849,45,Mencionó que los efectos del cambio climático ya se notan en los ciclos agrícolas en las costas y en los mantos acuíferos de nuestro estado por lo que es un tema que se debe tomar en serio sobre todo por los jóvenes,6
0.4626927375793457,46,Ochoa Bazúa subrayó que la presentada este martes en una Ley general que tendrá una serie de reglamentos con sanciones más severas para evitar los desastres provocados por las fábricas por las mineras por todo lo que hombre realiza porque no podemos seguir afectando el ambiente,6
0.49137043952941895,47,Como invitados a la presentación de esta iniciativa estuvieron el delegado de Profepa Jorge Flores Monge Andrea de la Mora secretaria general del PRI Estatal Carla Neudert Córdova directora general de Cambio Climático y Promoción Ambiental del Cedes Luis Mario Rivera presidente del Partido Verde y Alberto Flores Chong titular de Protección Civil,6
0.3052811622619629,48,Hermosillo Sonora El Congreso local recibió la iniciativa de Ley de Cambio Climático en el Estado de Sonora que impulsa el marco jurídico que garantice el derecho a un medio ambiente sano para todos los sonorenses,7
0.3390519320964813,49,En un comunicado la Legislatura estatal indicó que el documento con 39 artículos prevé el establecimiento de una serie de disposiciones legales tendientes a lograr la adaptación al cambio climático y mitigar las emisiones de gases de efecto invernadero en el estado,7
0.8225806355476379,50,Agregó que el marco normativo de la Ley General de Cambio Climático incluye las medidas y perfiles de quienes serán los responsables de aplicar los programas y la normatividad que se tendrá que formar,7
0.5690696835517883,51,Informó que la iniciativa fue turnada a la Comisión de Energía Medio Ambiente y Cambio Climático y se socializará a partir del 9 de noviembre con foros en todo el estado coordinados por el meteorólogo Martín Barrón responsable técnico de estos trabajos,7
0.41758662462234497,52,Esperamos que investigadores universidades académicos y la sociedad en general se involucren para que construyamos una vez dictaminada en comisiones esta iniciativa un marco jurídico ciudadano acorde a lo que queremos llegar dijo,7
0.3360655605792999,53,Mencionó que los efectos del cambio climático ya se notan en los ciclos agrícolas en las costas y en los mantos acuíferos de la entidad por lo que es un tema que se debe tomar en serio sobre todo por los jóvenes,7
0.9347826242446899,54,Subrayó que la ley general presentada tendrá una serie de reglamentos con sanciones más severas para evitar los desastres provocados por fábricas mineras por todo lo que el hombre realiza porque no deben seguir las afectaciones al ambiente,7
0.31695428490638733,55,EI Congreso Nacional de Investigación en Cambio Climático con el tema El mundo después de París construyendo el futuro se llevará a cabo en esta ciudad en octubre próximoEl académico del Departamento de Física de la Universidad de Sonora Unison Carlos Lizárraga Celaya explicó que la institución de educación superior será sede en el noroeste del país del mencionado encuentroSe trata dijo de un evento científico en el que participarán académicos de universidades e institutos de investigación de los estados del noroeste de México como son Baja California Baja California Sur Chihuahua Durango Sinaloa y SonoraIndicó que es organizado por el Programa de Investigación en Cambio Climático Pincc de la Universidad Nacional Autónoma de México UNAM en conjunto con la Unison expuso el también presidente del comité organizador del congresoEl investigador de la Unison anotó que éste se desarrollará del 17 al 19 de octubre próximo y tendrá una orientación multidisciplinaria especialmente por abordar una diversidad de temas relativos al cambio climáticoMencionó también que la temática general incluye aspectos sobre adaptación agricultura y seguridad alimentaria agua recursos hídricos y cambio climático alternativas energéticas biodiversidad economía verde y financiamientos entre otrosAsimismo se ofrecerán temas relacionados con evidencias físicas y biológicas generación y consumo de energía vulnerabilidad de las zonas costeras eventos extremos modelación climática y económica calidad del aire e inventarios de emisionesPuntualizó que el VI Congreso Nacional de Investigación en Cambio Climático con el tema El mundo después de París construyendo el futuro se desarrolla simultáneamente en ocho sedes del país                                                         httpsnoticiasterracommundolatinoamericasonoraserasededecongresonacionalsobrecambioclimatico0861707df18eb75ed89d1b920daaa15cjsptcvb9html,8
0.5693870186805725,56,El calentamiento global en los últimos 150 años podría variar conforme lo analizado en los registros históricos por lo cual su proyección a futuro también sería distinta a lo estimado por el Panel Intergubernamental de Cambio Climático de la ONU señala un estudio de la NASA basado en el uso de modelos climáticos con datos más precisosEl estudio encabezado por Mark Richardson investigador del Laboratorio de Propulsión a Chorro de la NASA en Pasadena California indica que casi una quinta parte del calentamiento global en ese periodo de 150 años ha sido pasado por alto en los registros históricosDe acuerdo con el portal de Cambio Climático de la Administración Nacional de la Aeronáutica y del Espacio NASA por sus siglas en inglés el documento publicado en la revista Nature Climate Change indica que hasta ahora los estudios se habían basado sólo en los registros históricos de ahí que se estimaran menores tasas de calentamiento que las hechas con los modelos climáticosRichardson detalló que los modelos históricos están limitados por varios factores y en el caso del Ártico se debe a que existen pocos datos debido a lo inaccesible que había sido dicha área en el pasadoPor ello agregó al comparar modelos históricos con los actuales climáticos pareciera que los resultados arrojaran temperaturas más frías de lo que realmente han sidoSin embargo gracias a esta corrección que permite hacer una estimación con modelos climáticos a partir de cálculos precisos se ha podido corroborar que el Ártico se está calentando más rápido que el resto de la TierraEl investigador reveló que los científicos han sabido estas peculiaridades desde hace tiempo pero éste es el primer estudio que calcular el impacto del calentamiento a partir de un modelo más preciso que permite calcular manzanas con manzanas,9
0.6400719285011292,57,En ese sentido Richardson manifestó su sorpresa de cómo es que diferencias tan pequeñas entre el modelo anterior y el nuevo se sumaran para generar un efecto tan grandeEl nuevo estudio consideró también otras limitantes para medir la temperatura adecuadamente y que tienen que ver con el hecho de que las temperaturas del aire y el agua se mezclaban en los datos históricosEllo provocaba que los resultados obtenidos hasta ahora fueran sesgados debido a que el agua se calienta menos que el aire por lo que se calculaban cifras más frías de lo que en realidad se estaban generandoEl investigador expuso que al hacerse nuevamente los cálculos con modelos a largo plazo podrían descubrirse que el calentamiento global podría ser diferente a lo estimado hasta ahora por lo que es indispensable hacer una comparación justa para dar un diagnóstico más preciso                                                         httpwwwcronicacommxnotas2016975633html,9
0.5292635560035706,58,El rendimiento de los cultivos se reducirá en la próxima década debido al cambio climático a no ser que se adopten medidas inmediatas para acelerar la introducción de nuevas variedades mejoradas según advierten los expertosLa investigación liderada por la británica Universidad de Leeds y publicada ayer por Nature Climate Change  se centra en el cultivo de maíz en África pero el proceso subyacente afecta a las cosechas en todo el trópicoEn África el aumento gradual de las temperaturas las mayores sequías y las olas de calor causadas por el cambio climático tendrán impacto en el maíz señaló el director del estudio Andy ChallinorPor ello el estudio indica que el desarrollo de nuevas variedades de cultivos mejor adaptadas a las nuevas condiciones climáticas es vital para el futuro de la producción alimentaria,10
0.5941992402076721,59,Los expertos se centraron en particular en el efecto de la temperatura en la duración de los cultivos el tiempo entre la siembra y la recogida pues a más calor menos tiempo lo que se traduce también en un plazo más corto para que produzcan y acumulen biomasa señaló Challinor en un comunicadoLograr una nueva variedad de cosecha y que la adopten los granjeros requiere entre diez y treinta años por lo que al ritmo al que aumentan las temperaturas en los trópicos cuando está disponible y plantada crece ya a unas temperaturas más templadas de a las fue desarrolladaLos investigadores usaron diversos datos para desarrollar dos escenarios el mejor y el peor para los actuales sistemas de mejoras de cosechas,10
0.7272727489471436,60,Éstos apuntan a que la duración de los cultivos será significativamente más corta ya en 2018 en algunos lugares y en 2031 en la mayoría de las regiones de África donde crece maíz,10
0.42406296730041504,61,Hermosillo Sonora Las consecuencias del cambio climático pueden ser excelentes nichos de oportunidad para el emprendimiento de proyectos y la conformación de ecosistemas de innovación para el desarrollo,11
0.7590364813804626,62,El director de Vinculación Corporativa y Estrategia del Centro para la Salud y el Ambiente Global de la Universidad de Harvard Ramón Alberto Sánchez Piña señaló que para desarrollar los proyectos existen financiamientos denominados verdes,11
0.5108422040939331,63,Al participar en la Primera Reunión Internacional sobre Energías Alternativas Renovables del Noroeste habló de las oportunidades que se tienen para enfrentar los problemas del futuro,11
0.5587851405143738,64,El especialista en tecnologías sustentables dijo que diversas instancias a nivel internacional otorgan financiamientos para emprendedores en esta línea del desarrollo para la sustentabilidad que pueden generarse en cualquier localidadConsideró que en la entidad particularmente en Hermosillo se puede impulsar a emprendedores que atiendan los problemas derivados de la falta de agua que será un problema más serio en pocos años sobre todo si continúa la tendencia a la baja en las lluviasPara ello es necesario crear un adecuado ecosistema de innovación a las necesidades que tiene la comunidad subrayóComentó que aquí mismo se pueden crear empresas que resuelvan parte de los problemas y poco a poco se van agregando más empresas que en conjunto resuelven la mayor parte de la problemática,11
0.6411275267601013,65,En el caso de Sonora dijo es muy probable que disminuya considerablemente la disponibilidad de agua porque como efecto del cambio climático cada vez va a llover menosEjemplificó que si se crea una empresa de irrigación para un menor consumo de agua y otra de detección de fugas dentro de la ciudad se atienden dos problemas y se aporta un servicio junto con una soluciónPlanteó que así se crean estas empresas luego surge otra que atiende otro efecto del cambio climático y cada una hace una cosa diferente pero todas relacionadas con el agua con lo cual se logra resolver una gran parte del problema de escasezSánchez Piña ha contribuido a crear estos ecosistemas de innovación en varias ciudades de Estados Unidos y Europa especialmente de España donde el desarrollo social ha ido de la mano con la tecnología y el cuidado del ambienteAsimismo señaló que en Hermosillo se tienen muchos nichos de oportunidad para desarrollar este tipo de ecosistemas de innovación además de la gran diversidad de profesiones centros de investigación y un gobierno estatal que prácticamente va iniciandoAnotó que buscan acercarse al gobierno estatal para ver la posibilidad de que entre la comunidad académica de la Unison y Harvard los empresarios y los emprendedores jóvenes se genere un ecosistema de innovaciónEn dicho ecosistema podría participar cualquier persona que tenga una buena idea para que acceda a niveles adecuados de recursos y poder impulsarlo puntualizó,11
0.5289555788040161,66,Emprender medidas para resolver el problema del cambio climático representaría apenas entre 1 y 2  del Producto Interno Bruto PIB mundial afirmó el Premio Nobel de Química doctor Mario MolinaPasquel y Henríquez quien al recibir la presea Corazón de León que otorga la Federación de Estudiantes Universitarios FEU dijo que el tiempo se agota para actuar contra ese devastador fenómeno,12
0.6392719149589539,67,Durante la ceremonia realizada en el paraninfo Enrique Díaz de León de la Universidad de Guadalajara UdeG Molina se refirió a varios mitos uno de ellos respecto a que no se puede tocar el modelo económico sustentado en los combustibles fósiles porque eso desestabilizaría las finanzas mundiales,12
0.5410028696060181,68,Sí se puede enfrentar el problema y no cuesta mucho,12
0.658730149269104,69,Estamos hablando para ser racional de un costo de 1 a 2 del Producto Interno Bruto mundial,12
0.7127659320831299,70,Es mucho dinero pero de todos modos es menos costoso que los daños afirmó,12
0.6960784196853638,71,Molina especificó que este sería el costo de una estrategia de triángulos de estabilización término acuñado por el ecologista Stephen Pacala y el físico Robert Socolow que contemplan mejorar la eficiencia en el transporte incrementar las edificaciones eficientes sustituir carbón por gas natural captura y almacenamiento de carbono usar energía eólica o solar así como biocombustibles y mejores prácticas forestales e incluso energía nuclear de tercera generación que no emite gases de efecto invernadero aunque este último punto no es esencial,12
0.5404801964759827,72,Otro problema dijo es que existe una intensa campaña de relaciones públicas financiada por grupos de interés que pretenden incubar la idea de que la erradicación de los combustibles fósiles generará el colapso económico e incluso hay científicos pocos consideró pero muy efectivos para impactar con su discurso que pregonan que no existe evidencia para comprobar las consecuencias del cambio climático,12
0.6300032138824463,73,Ya tenemos impactos importantes del cambio climático,12
0.6103905439376831,74,Los cambios de temperatura graduales van a seguir y tenemos efectos costosos en la sociedad afirmó Molina,12
0.5822262763977051,75,El Rector General de la UdeG maestro Itzcóatl Tonatiuh Bravo Padilla apuntó que en su conjunto la obra del doctor Molina es un llamado de atención acerca de las consecuencias de las acciones humanas sobre el medio ambiente y propone una diversidad de opciones mediante las cuales se pueden revertir y prevenir futuros desastres ecológicos,12
0.5293907523155212,76,Puso como ejemplo las recientes contingencias ambientales registradas en la Ciudad de México que deben ser una alerta para las grandes metrópolis del país con el interés de fortalecer las estrategias preventivas,12
0.6529043912887573,77,En este sentido se requiere impulsar la colaboración entre universidades dependencias gubernamentales y los sectores productivo y social con el propósito de coordinar esfuerzos que reditúen en mejoras medioambientales,12
0.7442290782928467,78,En el caso de la Universidad de Guadalajara actualmente se trabajan los lineamientos y estrategias del Programa Universidad Sustentable cuyo objetivo es la disminución de la huella ecológica de nuestra Casa de Estudio señaló Bravo Padilla,12
0.5778006315231323,79,Con información de ReporteJalisco                                                         httpwww24horasmxrevertircambioclimaticocostariaentre1y2delpibmundial,12
0.5449289679527283,80,Hermosillo Sonora La ciudad de Hermosillo formará parte de una investigación que hará la Red de Investigación para la Resiliencia y Sustentabilidad Urbana sobre el cambio climático a nivel mundial,13
0.5917431116104126,81,En rueda de prensa el presidente municipal Manuel Ignacio Acosta Gutiérrez indicó que el cambio climático es el gran reto del mundo actual y esta ciudad capital deberá estar preparada para enfrenar situaciones adversas que genera este problema ambiental,13
0.5763359069824219,82,Junto con Hermosillo las ciudades que conforman la Red de Investigación para la Resiliencia y Sustentabilidad Urbana son Phoenix Portland Syracuse Nueva York Baltimore y Miami en Estados Unidos además de Valdivia en Chile y San Juan en Puerto Rico dijo,13
0.6376323103904724,83,Acosta Gutiérrez celebró que la capital de Sonora haya resultado electa como la única Ciudad en México para formar parte de este proyecto internacional de la Red de Investigación para la Resiliencia y Sustentabilidad Urbana,13
0.5585717558860779,84,Acompañado por los especialistas de la Universidad Estatal de Arizona Charles L,13
0.502059817314148,85,Redman Nancy B,13
0.6473023295402527,86,Grimm y Enrique R,13
0.5977877974510193,87,Vivoni señaló que el proyecto generará en los próximos cinco años propuestas de respuesta a crisis climáticas futuras,13
0.637202262878418,88,Nos sentimos comprometidos que en estas nueve ciudades seleccionadas por la Universidad Estatal de Arizona se haya seleccionado a Hermosillo como representante de México son tres ciudades nada más en América Latina destacó,13
0.6028295159339905,89,Por su parte la directora del Instituto Municipal de Planeación IMPLAN Guadalupe Peñuñuri Soto explicó que se trata de la iniciativa más importante en Latinoamérica sobre el estudio de los efectos del cambio climático en asentamientos urbanos,13
0.4314076602458954,90,Asimismo las investigaciones incluyen temas como predicciones a futuro y una evaluación de qué tanta preparación existe para enfrentar las contingencias anotó,13
0.4108053147792816,91,Refirió que el proyecto cuenta un financiamiento de 12 millones de dólares de la Asociación Nacional de Ciencia de Estados Unidos para su aplicación en las nueve ciudades del mundo seleccionadas,13
0.5473753809928894,92,Al formar parte de la Red en Hermosillo se investigarán sus condiciones climáticas e infraestructura urbana actual las potenciales adversidades que la población pudiera enfrentar debido a inundaciones sequías ondas de calor y tormentas costeras,13
0.5457288026809692,93,El objetivo de esos estudios tanto de campo como de modelos de planeación de escenarios futuros es elaborar estrategias reales de ejecución que contribuyan a aminorar el impacto de desastres en la población puntualizó,13
0.4407428503036499,94,El secretario de Energía Pedro Joaquín Coldwell se reunió con sus contrapartes de Estados Unidos Ernest Moniz y de Canadá James Carr para trazar un plan de acción para implementar el Memorándum de Entendimiento de Cooperación sobre Cambio Climático y EnergíaEn un comunicado la dependencia federal detalló que las acciones desarrolladas en la trilateral son el seguimiento al acuerdo alcanzado en Winnipeg Canadá por los ministros de América del Norte la segunda semana de febreroEn gira de trabajo por Houston Joaquín Coldwell acompañó al presidente Enrique Peña Nieto a recibir el premio Global Energy Lifetime y sostuvo reuniones por separado con los ministros de Energía de Noruega y Australia Tord Lien y Josh Frydenberg respectivamenteAdemás el secretario se reunió con empresarios financieros y socios de Ceraweek a quienes explicó las inversiones que se abren en México con motivo de la reforma energéticaPrecisó que a partir del primer día de abril la Sener otorgará permisos para la importación de gasolinas y diésel a cualquier interesado que cumpla con los requisitos aplicablesRefirió que el mes pasado entró en operaciones el Mercado Eléctrico Mayorista el cual permitirá la participación de empresas públicas y privadas en igualdad de condicionesEllo con el objetivo de ofrecer servicios eléctricos a precios más competitivos e inició la primera subasta eléctrica de largo plazo en la que ya hay 103 licitantes inscritos en el procesoEl secretario de Energía puntualizó que al ser una de las economías con mayor apertura al mundo México es un destino propicio para la expansión de operaciones de empresas de talla internacionalAnte ello exhortó a empresarios a conocer todas las oportunidades de inversión que México ofrece al mundo y puedan ser parte de la transformación energética mexicana                                                         httpwwwexcelsiorcommxnacional201602241077207,14
0.6272621750831604,95,CIUDAD DE MÉXICO México ene,15
0.6891103386878967,96,02 2016 El agricultor Sergio Antillón del Valle del Yaqui Sonora está preocupado,15
0.38308489322662354,97,El clima ya no tiene palabra en el sur de Sonora,15
0.22227001190185547,98,El año pasado perdió cientos de toneladas de trigo por el calor excesivoEste año fue muy duro para el Valle en realidad para todo el Estado y Sinaloa tuvimos un 30 menos de producción de trigo solamente por el clima,15
